,bromide_E,bromide_ES_root_dipole,bromide_ES_root_electronic_spatial_extent,bromide_dipole,bromide_electronegativity,acid_E,acid_ES_root_dipole,acid_ES_root_electronic_spatial_extent,acid_ES_root_molar_volume,acid_E_thermal_correction,acid_dipole,acid_electronegativity,acid_hardness,acid_homo_energy,acid_lumo_energy,acid_molar_mass,acid_C1_APT_charge,acid_C1_ES_root_Mulliken_charge,acid_C1_ES_root_NPA_Rydberg,acid_C1_ES_root_NPA_charge,acid_C1_ES_root_NPA_core,acid_C1_NMR_anisotropy,acid_C1_NMR_shift,acid_C1_NPA_core,acid_C1_VBur,acid_C2_APT_charge,acid_C2_ES_root_Mulliken_charge,acid_C2_ES_root_NPA_Rydberg,acid_C2_ES_root_NPA_charge,acid_C2_ES_root_NPA_core,acid_C2_Mulliken_charge,acid_C2_NMR_anisotropy,acid_C2_NMR_shift,acid_C2_NPA_Rydberg,acid_C2_NPA_charge,acid_C2_VBur,acid_O1_APT_charge,acid_O1_ES_root_Mulliken_charge,acid_O1_ES_root_NPA_Rydberg,acid_O1_Mulliken_charge,acid_O1_NMR_anisotropy,acid_O1_NMR_shift,acid_O1_NPA_Rydberg,acid_O1_NPA_charge,acid_O1_NPA_core,acid_O1_VBur,acid_O2_APT_charge,acid_O2_ES_root_Mulliken_charge,acid_O2_ES_root_NPA_Rydberg,acid_O2_ES_root_NPA_charge,acid_O2_ES_root_NPA_core,acid_O2_Mulliken_charge,acid_O2_NMR_anisotropy,acid_O2_NMR_shift,acid_O2_NPA_Rydberg,acid_O2_NPA_charge,acid_O2_NPA_core,acid_O2_VBur,yield
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(=O)[C@H]1C[C@@H](CC(=O)O)C1(C)C,-3943.8919193168526,6.507721907518023,12911.462626142613,2.946679256258766,0.1463032497799533,-615.1901617054125,2.4469185360308687,2959.895103805786,1531.8842711918055,0.2625807183879965,2.9668026018582507,0.1327896159577315,0.1190121652016322,-0.2518017811593638,-0.0137774507560992,184.23460000000003,-0.086337464705951,0.0234164729163971,0.0159122043607873,-0.5575426421319499,1.9990099259511,36.95958416470468,160.3713714955369,1.999015354208932,0.6008662868866699,1.1448036022259755,0.1649592781810843,0.0555372611033331,0.8679109289331263,1.9993519191087856,0.1651453569508452,96.82134010462885,26.03494556484817,0.0554962500870985,0.8683816771142222,0.5253811338867216,-0.7227895928736501,-0.2423959337913588,0.010352229055469,-0.2423428239279379,546.6602450036792,-69.65239712568076,0.0103469403424123,-0.6157303527368027,1.999709786406324,0.41425422056638,-0.7415212713862865,-0.2012268128066337,0.010172563146895,-0.7077656794320744,1.999687611042512,-0.2012771727828775,189.50040703788065,146.73033371962097,0.0101711950248399,-0.7078189047367319,1.999687611042512,0.3635831970454556,0.3
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(=O)c1c(C)nn(CCC(=O)O)c1C,-3943.8919193168526,6.507721907518023,12911.462626142613,2.946679256258766,0.1463032497799533,-723.3495519850545,1.769987508790983,3734.568060409113,1735.9621434366982,0.2533894017722152,3.2058405852032794,0.1365542590659251,0.1106589652321021,-0.2472132242980272,-0.025895293833823,210.2322,-0.1112067463985559,-0.0973998843323442,0.0133678894904407,-0.5634947503407606,1.9990521971625328,35.77910797080507,160.96835313631533,1.9990521971625328,0.5549484816956534,1.1231526508668417,0.1711650452920952,0.0550704641900548,0.8654238643925948,1.99935,0.1716547835656321,97.4740934291574,26.23620022778249,0.0550132213746703,0.8648075895856335,0.528306732305907,-0.7221255321016808,-0.2479099822757189,0.0104547144403072,-0.2471153380959894,546.6669673706941,-59.92522444752542,0.0104570620969726,-0.6256532450677397,1.999707999508033,0.4434301038463282,-0.7248788868925322,-0.1931522784666775,0.0101686301921514,-0.6992267177458558,1.9996800660519924,-0.1919458915914385,181.99892988731747,146.28378353670442,0.0101664990816106,-0.6980562704962328,1.9996800660519924,0.3577946601241982,8.0
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)C(=O)CCC(=O)O,-3943.8919193168526,6.507721907518023,12911.462626142613,2.946679256258766,0.1463032497799533,-537.9422315572292,1.563057072562274,2426.8908593126557,1397.101672602695,0.2263238148410578,1.8698379409132693,0.1363148780384515,0.1210236182581148,-0.2573384962965663,-0.0152912597803367,158.1968,-0.0647854720808804,-0.0736233773743697,0.0159169967123474,-0.5534045594717442,1.9990622251956065,34.91590621415124,166.14385513927516,1.9990722251956063,0.5529459154125422,1.1569370669779326,0.1641006602413444,0.0552194895125602,0.8624150143995744,1.9993522251956064,0.1635110294274906,96.99605381874758,25.747695656478264,0.0552405887301333,0.8644859777761562,0.5085210007272797,-0.7410870156533709,-0.2440513557627808,0.0104912865407973,-0.2483436928106229,546.2133154344141,-59.77414788761626,0.0104690345847299,-0.6191941641808997,1.99971,0.3791100383766552,-0.733573514918909,-0.1982809884062493,0.0101278015648538,-0.7061745245565306,1.9996822251956063,-0.2003282318739172,182.1407239397534,146.27392682938392,0.0100955496087865,-0.7077579519341765,1.9996822251956063,0.3829023700307032,4.3
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)C1CCC(C(=O)O)CC1,-3943.8919193168526,6.507721907518023,12911.462626142613,2.946679256258766,0.1463032497799533,-580.5221934250279,0.5599007042517811,3322.160559099661,1791.460703406795,0.3126900155773981,1.6734972513161075,0.1331699440068504,0.1476100424732168,-0.2807799864800673,0.0144400984663664,184.2778,-0.0723380134717424,-0.1789923258852946,0.0194399886444375,-0.3096701359507349,1.9989700012351028,26.65640400694656,152.06026583608502,1.998930000633624,0.6884048245141137,1.1322525775306047,0.0659321363386567,0.0529599727304106,0.5217699768888318,1.9992899993020847,0.2217970534508789,99.0594622869455,22.99797516526904,0.0581999900359206,0.8755099788267181,0.5438172698310497,-0.7304336989884633,-0.0903571028121398,0.0130600134876243,-0.2386910656927863,549.6588474299305,-59.55326364065286,0.0103400031545398,-0.6147801196040253,1.99971,0.3956893686521673,-0.7235155509938834,-0.1937081505639047,0.0104600074223629,-0.66940008942336,1.99971,-0.203083037979582,182.90950426830716,149.3242548922272,0.0100900092071093,-0.7107500066446153,1.999689999778156,0.3898681871891295,0.8
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N1C2CCC1CC(CC(=O)O)C2,-3943.8919193168526,6.507721907518023,12911.462626142613,2.946679256258766,0.1463032497799533,-901.3296589346054,2.2914697561866344,5854.770367430045,2428.3320157684493,0.3859885784563832,2.0986131206758203,0.1177864534818766,0.1241946737717792,-0.2419811272536559,0.0064082202899026,269.3399999999999,-0.045986973703445,0.0784949230755374,0.0187532408320873,-0.4894442453606187,1.999093970381847,40.413647467700585,154.35294181525407,1.9990299932419773,0.5847899205723333,1.1137387244279495,-0.0121444045704305,0.0516438186778866,0.5202423740706263,1.9993764568648755,0.1624233913498115,97.4444608793061,26.167813045217656,0.0556798092566088,0.8669446141988221,0.5356514862342441,-0.7215153924383587,-0.1489575173692434,0.0134399434217065,-0.247126873487909,548.5452987375917,-62.8597582276246,0.0103003763669574,-0.6224240837960218,1.9997082331707168,0.4235439701604493,-0.7274033706364204,-0.204069765131183,0.010748105697687,-0.6819839213710377,1.99971,-0.1966712417850575,188.94851579667537,142.56859828628674,0.0101683428137691,-0.7038795815540321,1.9996803696464271,0.3674472969714124,24.0
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N1CC(C(=O)O)C(C)(C)C1,-3943.8919193168526,6.507721907518023,12911.462626142613,2.946679256258766,0.1463032497799533,-824.0557418866298,8.715304601396445,5269.649730690157,2148.693646678225,0.347184628798479,3.328295498474389,0.1215002947695305,0.122374074132851,-0.2438743689023816,0.0008737793633204,243.3022,-0.1045590059585684,-0.1230512682866521,0.0281933208435733,-0.3454327498394785,1.9989490215201464,21.830502288031425,142.77091037891205,1.998878109784257,0.732853786765866,1.1097846444124897,-0.0012985748869836,0.059979639967852,0.5029211879693122,1.9993137467223607,0.2069590661049646,97.51754206391745,26.300015082280986,0.0591077959129351,0.8702104341270662,0.593089443145965,-0.7140197850087125,-0.3213436006301612,0.0125541087455668,-0.2322670707497661,545.2514278841675,-62.95742985522471,0.0103929045373755,-0.6109738201015222,1.9997071312571084,0.4344325557813719,-0.7022426023245529,-0.257942311377823,0.0108350064129822,-0.758531107460481,1.9996990214728516,-0.194165514258002,180.26526395014747,142.39905284175816,0.0102451640604341,-0.7062238442345481,1.9996778448254733,0.4269078742658008,7.9
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N1CC(C(=O)O)C1,-3943.8919193168526,6.507721907518023,12911.462626142613,2.946679256258766,0.1463032497799533,-706.3412736651825,10.263473319010169,3844.64195947923,1602.7056060357377,0.2578403203226988,2.2445403364357306,0.127838344419449,0.1244372570165035,-0.2522756014359525,-0.0034010874029454,201.22180000000003,-0.0968505174909867,-0.3157151564711388,0.0239438699391677,-0.3316859082686262,1.9989628730621685,25.035706243282124,164.35058116628937,1.9989,0.6184260420202794,1.1401401835780616,0.0002011045050833,0.0599653121661166,0.4930182729190677,1.9993328730621684,0.2283620208869639,96.23758114101486,25.78272143815802,0.0565874464837539,0.8578728779469498,0.5287269063567301,-0.7067292885962309,-0.3884370802429493,0.0114634007188348,-0.2330218419391023,554.959978596648,-63.734819131521895,0.0106264848688674,-0.6064192475700694,1.9997100000000003,0.3909333807017929,-0.7308098990520838,-0.2853484734429636,0.011012392254725,-0.7798013007182593,1.9997000000000005,-0.2015981456039324,173.40351442207077,151.81386581270078,0.0103589885587702,-0.7038074461536101,1.99968,0.3761679338136354,4.3
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N1CC(C(=O)O)CC(c2ccccc2)C1,-3943.8919193168526,6.507721907518023,12911.462626142613,2.946679256258766,0.1463032497799533,-1015.4463364785296,3.151643914479632,8322.149302954955,2949.2585316484783,0.4053842848549003,2.543339149031136,0.1281922704885149,0.1160116780226105,-0.2442039485111254,-0.0121805924659043,305.37299999999993,-0.1135408375033559,-0.1979089714111254,0.0173392380381557,-0.3704048270365754,1.9989200020252984,32.94108790095583,153.3668064561864,1.998929213289216,0.6994697256447486,1.1425530836441522,0.217337346412032,0.0578778514562017,0.8723315786846719,1.999269205590535,0.2139316845478197,97.49225284044424,25.07173648765357,0.0580387798460497,0.8728059738607207,0.5443387146795948,-0.7363187332163132,-0.2304601300700978,0.0104446412012187,-0.2344046941529859,550.1990308693582,-62.31553005354751,0.0104299355972158,-0.6100271733976304,1.99971,0.3928923784099511,-0.718135267992484,-0.1986285714343835,0.0101493971904228,-0.706980588896231,1.9996854701610167,-0.1998464406009149,181.36719819915345,148.88289276904078,0.0101492063778395,-0.7084406258819977,1.9996854701610167,0.3915774142125064,7.7
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N1CC(CC(=O)O)C1,-3943.8919193168526,6.507721907518023,12911.462626142613,2.946679256258766,0.1463032497799533,-745.5692519755031,5.811252485609036,4892.176924089152,1835.2707925075676,0.2874174502140239,2.977495723735543,0.1218345639178143,0.1238252941759241,-0.2456598580937384,0.0019907302581098,215.2486,-0.0472593859140127,0.0774088082034961,0.016758376629261,-0.5163203765404261,1.9990855437791728,43.066255928475286,156.0255240977273,1.9990201044303604,0.5685822497836328,1.1452859955556642,-0.0391913564096522,0.0537752238873139,0.5073472363389988,1.9993997911392796,0.1652214582986149,96.06646423328,26.60653914906129,0.055064123413253,0.8639488412847052,0.5219358624800333,-0.7253172737353288,-0.2490850986843696,0.0130606222833457,-0.2428690644175296,554.5718927546761,-68.5086359514478,0.0104043860751369,-0.6138357969187624,1.9997098955696395,0.4158679264163553,-0.7469741244194428,-0.2335440534115586,0.0111038892571988,-0.7188534084909779,1.99971,-0.197626850939218,187.4071302250129,148.02961329166283,0.0101609741579136,-0.7037983674087407,1.99968,0.3584440083255543,18.8
CN1C(=O)C[C@@](C)(c2cc(Br)cs2)N/C1=N/C(=O)OC(C)(C)C.CC(C)(C)OC(=O)N1CC(Cc2ccccc2)C(C(=O)O)C1,-3943.8919193168526,6.507721907518023,12911.462626142613,2.946679256258766,0.1463032497799533,-1015.4445306200791,2.453929926306358,9139.71539606517,2788.8926887306093,0.4046441169415141,2.4658322469020733,0.1308257186631983,0.1144509378083,-0.2452766564714984,-0.0163747808548982,305.373,-0.1099019879771893,-0.2067407243523532,0.0206232289396314,-0.3711305649806966,1.998896255958657,24.414684137735748,147.75481528621023,1.9988966561819208,0.7265837402123352,1.0733979071084636,0.2141868253232451,0.0600524027847655,0.8599705409239079,1.999253904268787,0.2222608456095082,103.2808454833264,24.583471114666946,0.0597806564958331,0.8707507960390986,0.6166419372674132,-0.7021679097090388,-0.2420918315473713,0.01051001476185,-0.2408814065851865,550.4089113787036,-56.16438437160751,0.0103903254433977,-0.6193103585539882,1.9997028270513704,0.4616823765270857,-0.6759832329343834,-0.1865811246814719,0.0103565131819101,-0.6981837324175392,1.9996741400821825,-0.1853515152639775,175.0875824458343,139.75579802720185,0.0103140652532695,-0.697637558211021,1.9996741400821825,0.45519816314693,10.6
