,bromide_E,bromide_ES_root_dipole,bromide_ES_root_electronic_spatial_extent,bromide_dipole,bromide_electronegativity,acid_E,acid_ES_root_dipole,acid_ES_root_electronic_spatial_extent,acid_ES_root_molar_volume,acid_E_thermal_correction,acid_dipole,acid_electronegativity,acid_hardness,acid_homo_energy,acid_lumo_energy,acid_molar_mass,acid_C1_APT_charge,acid_C1_ES_root_Mulliken_charge,acid_C1_ES_root_NPA_Rydberg,acid_C1_ES_root_NPA_charge,acid_C1_ES_root_NPA_core,acid_C1_NMR_anisotropy,acid_C1_NMR_shift,acid_C1_NPA_core,acid_C1_VBur,acid_C2_APT_charge,acid_C2_ES_root_Mulliken_charge,acid_C2_ES_root_NPA_Rydberg,acid_C2_ES_root_NPA_charge,acid_C2_ES_root_NPA_core,acid_C2_Mulliken_charge,acid_C2_NMR_anisotropy,acid_C2_NMR_shift,acid_C2_NPA_Rydberg,acid_C2_NPA_charge,acid_C2_VBur,acid_O1_APT_charge,acid_O1_ES_root_Mulliken_charge,acid_O1_ES_root_NPA_Rydberg,acid_O1_Mulliken_charge,acid_O1_NMR_anisotropy,acid_O1_NMR_shift,acid_O1_NPA_Rydberg,acid_O1_NPA_charge,acid_O1_NPA_core,acid_O1_VBur,acid_O2_APT_charge,acid_O2_ES_root_Mulliken_charge,acid_O2_ES_root_NPA_Rydberg,acid_O2_ES_root_NPA_charge,acid_O2_ES_root_NPA_core,acid_O2_Mulliken_charge,acid_O2_NMR_anisotropy,acid_O2_NMR_shift,acid_O2_NPA_Rydberg,acid_O2_NPA_charge,acid_O2_NPA_core,acid_O2_VBur,yield
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CC(=O)[C@H]1C[C@@H](CC(=O)O)C1(C)C,-3542.2224511095274,7.456171713278985,11392.143394035898,2.382912913233639,0.16004186091592265,-615.1901617054125,2.4469185360308687,2959.895103805786,1531.8842711918055,0.26258071838799657,2.9668026018582507,0.13278961595773156,0.11901216520163227,-0.25180178115936386,-0.013777450756099272,184.23460000000003,-0.08633746470595106,0.0234164729163971,0.015912204360787323,-0.5575426421319499,1.9990099259510996,36.95958416470468,160.3713714955369,1.9990153542089317,0.6008662868866699,1.1448036022259755,0.1649592781810843,0.055537261103333194,0.8679109289331263,1.9993519191087856,0.1651453569508452,96.82134010462883,26.034945564848172,0.055496250087098506,0.8683816771142222,0.5253811338867216,-0.7227895928736501,-0.24239593379135882,0.010352229055469005,-0.24234282392793796,546.6602450036792,-69.65239712568076,0.010346940342412321,-0.6157303527368027,1.9997097864063242,0.41425422056638006,-0.7415212713862865,-0.2012268128066337,0.010172563146895096,-0.7077656794320744,1.9996876110425117,-0.2012771727828775,189.50040703788062,146.73033371962097,0.01017119502483992,-0.7078189047367319,1.9996876110425117,0.3635831970454556,10.4
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CC(=O)c1c(C)nn(CCC(=O)O)c1C,-3542.2224511095274,7.456171713278985,11392.143394035898,2.382912913233639,0.16004186091592265,-723.3495519850545,1.769987508790983,3734.568060409113,1735.9621434366982,0.25338940177221525,3.2058405852032794,0.13655425906592517,0.11065896523210213,-0.24721322429802728,-0.025895293833823017,210.23219999999998,-0.11120674639855595,-0.09739988433234427,0.013367889490440708,-0.5634947503407606,1.9990521971625332,35.77910797080507,160.96835313631533,1.9990521971625332,0.5549484816956534,1.1231526508668417,0.17116504529209522,0.05507046419005486,0.8654238643925948,1.9993499999999997,0.17165478356563216,97.47409342915739,26.23620022778249,0.05501322137467034,0.8648075895856335,0.528306732305907,-0.7221255321016808,-0.24790998227571898,0.010454714440307291,-0.2471153380959894,546.6669673706941,-59.92522444752542,0.010457062096972693,-0.6256532450677397,1.999707999508033,0.44343010384632825,-0.7248788868925322,-0.19315227846667754,0.010168630192151494,-0.6992267177458558,1.9996800660519924,-0.19194589159143857,181.99892988731747,146.28378353670442,0.010166499081610656,-0.6980562704962328,1.9996800660519924,0.35779466012419825,18.9
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CC(C)(C)C(=O)CCC(=O)O,-3542.2224511095274,7.456171713278985,11392.143394035898,2.382912913233639,0.16004186091592265,-537.9422315572292,1.563057072562274,2426.8908593126553,1397.101672602695,0.22632381484105785,1.8698379409132695,0.13631487803845155,0.12102361825811483,-0.25733849629656635,-0.0152912597803367,158.1968,-0.06478547208088041,-0.07362337737436972,0.015916996712347472,-0.5534045594717442,1.9990622251956065,34.91590621415124,166.14385513927516,1.9990722251956066,0.5529459154125422,1.1569370669779326,0.1641006602413444,0.05521948951256026,0.8624150143995744,1.9993522251956066,0.1635110294274906,96.99605381874758,25.747695656478264,0.05524058873013333,0.8644859777761562,0.5085210007272797,-0.7410870156533709,-0.2440513557627808,0.010491286540797305,-0.2483436928106229,546.2133154344141,-59.77414788761626,0.010469034584729964,-0.6191941641808997,1.99971,0.37911003837665525,-0.733573514918909,-0.19828098840624933,0.01012780156485387,-0.7061745245565306,1.9996822251956066,-0.20032823187391727,182.1407239397534,146.27392682938392,0.010095549608786532,-0.7077579519341765,1.9996822251956066,0.3829023700307032,32.8
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CC(C)(C)C1CCC(C(=O)O)CC1,-3542.2224511095274,7.456171713278985,11392.143394035898,2.382912913233639,0.16004186091592265,-580.5221934250279,0.5599007042517811,3322.1605590996614,1791.460703406795,0.3126900155773981,1.6734972513161077,0.13316994400685042,0.14761004247321688,-0.2807799864800673,0.014440098466366458,184.2778,-0.07233801347174242,-0.17899232588529468,0.019439988644437533,-0.30967013595073495,1.9989700012351028,26.656404006946556,152.06026583608502,1.9989300006336241,0.6884048245141137,1.1322525775306047,0.06593213633865672,0.05295997273041063,0.5217699768888318,1.9992899993020852,0.2217970534508789,99.0594622869455,22.99797516526904,0.058199990035920614,0.8755099788267181,0.5438172698310497,-0.7304336989884633,-0.09035710281213986,0.01306001348762432,-0.2386910656927863,549.6588474299305,-59.55326364065286,0.010340003154539866,-0.6147801196040253,1.99971,0.3956893686521673,-0.7235155509938834,-0.19370815056390475,0.010460007422362997,-0.66940008942336,1.99971,-0.203083037979582,182.90950426830713,149.3242548922272,0.010090009207109334,-0.7107500066446153,1.9996899997781556,0.3898681871891295,6.6
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CC(C)(C)OC(=O)N1C2CCC1CC(CC(=O)O)C2,-3542.2224511095274,7.456171713278985,11392.143394035898,2.382912913233639,0.16004186091592265,-901.3296589346054,2.2914697561866344,5854.770367430045,2428.3320157684493,0.38598857845638324,2.0986131206758203,0.11778645348187662,0.12419467377177926,-0.2419811272536559,0.006408220289902646,269.3399999999999,-0.045986973703445094,0.07849492307553745,0.018753240832087393,-0.4894442453606187,1.999093970381847,40.413647467700585,154.35294181525407,1.9990299932419775,0.5847899205723333,1.1137387244279497,-0.012144404570430563,0.051643818677886644,0.5202423740706263,1.9993764568648755,0.16242339134981157,97.4444608793061,26.167813045217656,0.055679809256608884,0.8669446141988221,0.5356514862342441,-0.7215153924383587,-0.1489575173692434,0.013439943421706513,-0.24712687348790907,548.5452987375917,-62.8597582276246,0.01030037636695748,-0.6224240837960218,1.9997082331707172,0.42354397016044937,-0.7274033706364204,-0.20406976513118305,0.010748105697687046,-0.6819839213710377,1.9997099999999997,-0.19667124178505757,188.94851579667537,142.56859828628674,0.010168342813769193,-0.7038795815540321,1.9996803696464271,0.3674472969714124,40.9
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CC(C)(C)OC(=O)N1CC(C(=O)O)C(C)(C)C1,-3542.2224511095274,7.456171713278985,11392.143394035898,2.382912913233639,0.16004186091592265,-824.0557418866298,8.715304601396445,5269.649730690157,2148.693646678225,0.34718462879847906,3.328295498474389,0.12150029476953056,0.12237407413285106,-0.2438743689023816,0.0008737793633204965,243.3022,-0.10455900595856846,-0.12305126828665217,0.028193320843573344,-0.3454327498394785,1.9989490215201466,21.830502288031425,142.77091037891205,1.998878109784257,0.732853786765866,1.1097846444124897,-0.0012985748869836036,0.059979639967852,0.5029211879693122,1.9993137467223612,0.20695906610496465,97.51754206391745,26.300015082280986,0.05910779591293512,0.8702104341270662,0.593089443145965,-0.7140197850087125,-0.32134360063016126,0.012554108745566882,-0.23226707074976616,545.2514278841675,-62.95742985522471,0.010392904537375581,-0.6109738201015222,1.9997071312571084,0.4344325557813719,-0.7022426023245529,-0.25794231137782303,0.010835006412982205,-0.758531107460481,1.9996990214728514,-0.19416551425800202,180.26526395014747,142.39905284175816,0.010245164060434174,-0.7062238442345481,1.9996778448254735,0.42690787426580085,29.7
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CC(C)(C)OC(=O)N1CC(C(=O)O)C1,-3542.2224511095274,7.456171713278985,11392.143394035898,2.382912913233639,0.16004186091592265,-706.3412736651825,10.263473319010167,3844.64195947923,1602.7056060357377,0.2578403203226988,2.2445403364357306,0.12783834441944902,0.12443725701650354,-0.25227560143595257,-0.003401087402945457,201.22180000000003,-0.09685051749098676,-0.31571515647113885,0.023943869939167715,-0.3316859082686262,1.9989628730621685,25.035706243282124,164.35058116628937,1.9989000000000001,0.6184260420202794,1.1401401835780616,0.00020110450508339199,0.059965312166116634,0.4930182729190677,1.9993328730621684,0.2283620208869639,96.23758114101486,25.78272143815802,0.05658744648375395,0.8578728779469498,0.5287269063567301,-0.7067292885962309,-0.3884370802429493,0.011463400718834872,-0.2330218419391023,554.959978596648,-63.734819131521895,0.010626484868867447,-0.6064192475700694,1.9997100000000003,0.3909333807017929,-0.7308098990520838,-0.2853484734429636,0.011012392254725006,-0.7798013007182593,1.9997000000000003,-0.20159814560393244,173.40351442207077,151.81386581270078,0.010358988558770231,-0.7038074461536101,1.9996800000000001,0.37616793381363545,35.0
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CC(C)(C)OC(=O)N1CC(C(=O)O)CC(c2ccccc2)C1,-3542.2224511095274,7.456171713278985,11392.143394035898,2.382912913233639,0.16004186091592265,-1015.4463364785295,3.151643914479632,8322.149302954955,2949.2585316484783,0.4053842848549003,2.543339149031136,0.12819227048851495,0.11601167802261056,-0.24420394851112548,-0.012180592465904395,305.37299999999993,-0.11354083750335595,-0.19790897141112548,0.017339238038155767,-0.3704048270365754,1.9989200020252982,32.94108790095583,153.3668064561864,1.998929213289216,0.6994697256447486,1.1425530836441522,0.21733734641203206,0.05787785145620175,0.8723315786846719,1.999269205590535,0.21393168454781974,97.49225284044425,25.071736487653574,0.05803877984604973,0.8728059738607207,0.5443387146795948,-0.7363187332163132,-0.23046013007009786,0.010444641201218779,-0.23440469415298595,550.1990308693582,-62.31553005354751,0.010429935597215825,-0.6100271733976304,1.9997099999999999,0.39289237840995117,-0.718135267992484,-0.19862857143438356,0.010149397190422883,-0.706980588896231,1.9996854701610172,-0.19984644060091497,181.36719819915345,148.88289276904078,0.010149206377839545,-0.7084406258819977,1.9996854701610172,0.39157741421250647,53.6
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CC(C)(C)OC(=O)N1CC(CC(=O)O)C1,-3542.2224511095274,7.456171713278985,11392.143394035898,2.382912913233639,0.16004186091592265,-745.5692519755031,5.811252485609036,4892.176924089152,1835.2707925075674,0.28741745021402393,2.977495723735543,0.12183456391781433,0.12382529417592414,-0.24565985809373847,0.001990730258109822,215.2486,-0.04725938591401276,0.07740880820349619,0.016758376629261097,-0.5163203765404261,1.9990855437791728,43.066255928475286,156.0255240977273,1.9990201044303604,0.5685822497836328,1.1452859955556642,-0.03919135640965227,0.05377522388731398,0.5073472363389988,1.9993997911392793,0.16522145829861495,96.06646423328,26.606539149061295,0.055064123413253035,0.8639488412847052,0.5219358624800333,-0.7253172737353288,-0.24908509868436962,0.013060622283345704,-0.2428690644175296,554.5718927546761,-68.5086359514478,0.010404386075136916,-0.6138357969187624,1.9997098955696395,0.4158679264163553,-0.7469741244194428,-0.23354405341155862,0.011103889257198884,-0.7188534084909779,1.99971,-0.19762685093921803,187.4071302250129,148.02961329166283,0.010160974157913689,-0.7037983674087407,1.9996799999999997,0.3584440083255543,56.8
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Br)ccc1-2.CC(C)(C)OC(=O)N1CC(Cc2ccccc2)C(C(=O)O)C1,-3542.2224511095274,7.456171713278985,11392.143394035898,2.382912913233639,0.16004186091592265,-1015.4445306200791,2.453929926306358,9139.71539606517,2788.8926887306093,0.40464411694151414,2.4658322469020733,0.13082571866319836,0.11445093780830008,-0.24527665647149843,-0.01637478085489827,305.373,-0.10990198797718936,-0.2067407243523532,0.02062322893963149,-0.37113056498069663,1.998896255958657,24.414684137735748,147.75481528621023,1.9988966561819212,0.7265837402123352,1.0733979071084636,0.21418682532324518,0.060052402784765584,0.8599705409239079,1.999253904268787,0.2222608456095082,103.2808454833264,24.583471114666946,0.05978065649583314,0.8707507960390986,0.6166419372674132,-0.7021679097090388,-0.24209183154737135,0.01051001476185,-0.24088140658518659,550.4089113787036,-56.16438437160751,0.01039032544339779,-0.6193103585539882,1.9997028270513704,0.4616823765270857,-0.6759832329343834,-0.18658112468147195,0.01035651318191015,-0.6981837324175392,1.9996741400821822,-0.1853515152639775,175.0875824458343,139.75579802720185,0.010314065253269512,-0.697637558211021,1.9996741400821822,0.45519816314693,48.6
